Symbol	Name	Change	% Change	Price (Intraday)	50 Day Average	200 Day Average	3-Mo Return	YTD Return	52 Week Range
0P0000NNDV.BO	Aditya Birla Sun Life - Group Fixed Interest Fund	-0.07	-0.13%	51.42	51.15	49.78	2.68%	3.98%	
0P0001BA8I.BO	HDFC Mid-Cap Opportunities Fund -Direct Plan Dividend Reinvestment Option	+0.40	+0.72%	55.63	51.72	50.60	21.66%	7.64%	
0P00009J3B.BO	HDFC Mid-Cap Opportunities Fund Dividend Payout	+0.28	+0.71%	39.78	37.00	36.86	21.47%	4.42%	
0P0000XW8E.BO	HDFC Mid-Cap Opportunities Fund -Direct Plan Dividend Payout Option	+0.40	+0.72%	55.63	51.72	50.60	21.66%	7.64%	
0P0000XW8F.BO	HDFC Mid-Cap Opportunities Fund -Direct Plan - Growth Option	+0.92	+0.72%	128.39	119.38	112.05	21.66%	15.65%	
0P0001BA8J.BO	HDFC Mid-Cap Opportunities Fund Dividend Reinvestment	+0.28	+0.71%	39.78	37.00	36.86	21.47%	4.42%	
0P00005V03.BO	UTI Master Equity Unit Scheme Dividend Payout	+1.88	+1.10%	170.69	163.81	160.95	12.75%	5.19%	
0P0001BEQ0.BO	UTI Master Equity Unit Scheme Dividend Reinvestment	+1.88	+1.10%	170.69	163.81	160.95	12.75%	5.19%	
0P0000NRF6.BO	SBI Life - Index Fund	+0.44	+1.20%	36.63	35.41	34.55	12.19%	5.48%	
0P0001BA8N.BO	HDFC Hybrid Debt Quarterly Dividend Reinvestment	+0.03	+0.21%	14.32	14.42	14.23	3.24%	3.13%	
0P0001BA8K.BO	HDFC Hybrid Debt Direct Plan Monthly Dividend Reinvestment Option	+0.03	+0.21%	14.66	14.57	14.37	5.11%	5.15%	
0P0001BA8K.BO	HDFC Hybrid Debt Direct Plan Monthly Dividend Reinvestment Option	+0.03	+0.21%	14.66	14.57	14.37	5.11%	5.15%	
0P0000XW8G.BO	HDFC Hybrid Debt Direct Plan Growth Option	+0.15	+0.21%	69.81	68.81	66.45	5.68%	5.72%	
0P0001BA8L.BO	HDFC Hybrid Debt Direct Plan Quarterly Dividend Reinvestment Option	+0.03	+0.21%	15.53	15.60	15.36	3.55%	3.56%	
0P00005WN0.BO	HDFC Hybrid Debt Quarterly Dividend Payout	+0.03	+0.21%	14.32	14.42	14.23	3.24%	3.13%	
0P0001BA8M.BO	HDFC Hybrid Debt Monthly Dividend Reinvestment	+0.03	+0.21%	13.51	13.45	13.30	4.93%	4.85%	
0P0000XW8I.BO	HDFC Hybrid Debt Direct Plan Monthly Dividend Payout Option	+0.03	+0.21%	14.66	14.57	14.37	5.11%	5.15%	
0P00005WMZ.BO	HDFC Hybrid Debt Monthly Dividend Payout	+0.03	+0.21%	13.51	13.45	13.30	4.93%	4.85%	
0P0000XW8J.BO	HDFC Hybrid Debt Direct Plan Quarterly Dividend Payout Option	+0.03	+0.21%	15.53	15.60	15.36	3.55%	3.56%	
0P0000NNZM.BO	Kotak Mahindra Old Mutual Life - Kotak Dynamic Bond Fund	-0.06	-0.15%	44.09	43.94	42.84	2.41%	3.69%	
0P0000ZN0V.BO	Nippon India Floating Rate Fund Direct Plan Dividend Payout	+0.00	+0.01%	18.03	17.92	17.49	2.50%	3.87%	
0P0000XX0N.BO	Nippon India Floating Rate Fund Direct Plan Weekly Dividend Payout Plan	+0.00	+0.01%	10.27	10.28	10.25	2.50%	3.89%	
0P0001BB2V.BO	Nippon India Floating Rate Fund Direct Plan Monthly Dividend Reinvestment Plan	+0.00	+0.01%	11.24	11.24	11.23	2.49%	3.87%	
0P0001BB2U.BO	Nippon India Floating Rate Fund Direct Plan Dividend Reinvestment	+0.00	+0.01%	18.03	17.92	17.49	2.50%	3.87%	
0P0000XXYD.BO	Nippon India Floating Rate Fund Direct Plan Monthly Dividend Payout Plan	+0.00	+0.01%	11.24	11.24	11.23	2.49%	3.87%	
0P0001BB2Y.BO	Nippon India Floating Rate Fund Dividend Reinvestment	+0.00	+0.00%	17.44	17.34	16.93	3.83%	6.02%	
0P0001BB2Z.BO	Nippon India Floating Rate Fund Monthly Dividend Reinvestment	+0.00	+0.00%	11.04	11.05	11.03	0.26%	0.26%	
0P0000XVDM.BO	Nippon India Floating Rate Fund Direct Plan Daily Dividend Reinvestment Plan	-0.00	-0.03%	10.28	10.29	10.26	2.49%	3.88%	
0P0001BB2W.BO	Nippon India Floating Rate Fund Direct Plan Quarterly Dividend Reinvestment Plan	+0.00	+0.01%	10.68	10.81	10.71	2.45%	3.81%	
0P0000XXYI.BO	Nippon India Floating Rate Fund Direct Plan Quarterly Dividend Payout Plan	+0.00	+0.01%	10.68	10.81	10.71	2.45%	3.81%	
0P0000V8K2.BO	Nippon India Floating Rate Fund Quarterly Dividend Payout	+0.00	+0.00%	10.79	10.92	10.82	0.10%	0.49%	
0P00005UOU.BO	Nippon India Floating Rate Fund Weekly Dividend Payout	+0.00	+0.00%	10.27	10.27	10.25	2.42%	3.73%	
0P00005UOT.BO	Nippon India Floating Rate Fund Growth	+0.00	+0.00%	38.63	38.39	37.49	2.42%	3.73%	
0P0001BB2X.BO	Nippon India Floating Rate Fund Direct Plan Weekly Dividend Reinvestment Plan	+0.00	+0.01%	10.27	10.28	10.25	2.50%	3.89%	
0P00005UOR.BO	Nippon India Floating Rate Fund Monthly Dividend Payout	+0.00	+0.00%	11.04	11.05	11.03	0.26%	0.26%	
0P0000ZN4C.BO	Nippon India Floating Rate Fund Dividend Payout	+0.00	+0.00%	17.44	17.34	16.93	3.83%	6.02%	
0P00005UOS.BO	Nippon India Floating Rate Fund Daily Dividend Reinvestment	-0.00	-0.03%	10.26	10.27	10.24	2.41%	3.72%	
0P0000XVDH.BO	Nippon India Floating Rate Fund Direct Plan Growth Plan	+0.00	+0.01%	40.40	40.15	39.17	2.50%	3.89%	
0P0001CMV6.BO	Nippon India Floating Rate Fund Quarterly Dividend Reinvestment	+0.00	+0.00%	10.79	10.92	10.82	0.10%	0.49%	
0P0001BB30.BO	Nippon India Floating Rate Fund Weekly Dividend Reinvestment	+0.00	+0.00%	10.27	10.27	10.25	2.42%	3.73%	
0P0001BARC.BO	JM Value Fund Dividend Reinvestment	+0.42	+0.98%	43.03	40.65	38.24	17.13%	12.92%	
0P00009PUE.BO	JM Value Fund Dividend Payout	+0.42	+0.98%	43.03	40.65	38.24	17.13%	12.92%	
0P00005WRA.BO	JM Value Fund Growth	+0.60	+0.98%	61.62	58.22	54.76	17.13%	12.92%	
0P0000XV3T.BO	JM Value Fund (Direct) Dividend Payout Option	+0.45	+0.98%	46.04	43.47	40.80	17.34%	13.29%	
0P0000XV3W.BO	JM Value Fund (Direct) - Growth Option	+0.66	+0.98%	67.57	63.80	59.88	17.34%	13.29%	
0P0001BARB.BO	JM Value Fund (Direct) Dividend Reinvestment Option	+0.45	+0.98%	46.04	43.47	40.80	17.34%	13.29%	
0P0000NPEH.BO	PNB Met Life - Virtue Fund II	+0.47	+0.97%	48.15	46.28	44.92	13.64%	8.78%	
0P0000NNG5.BO	IDBI Federal Life - Equity Growth Fund	+0.53	+1.16%	45.47	44.02	42.96	12.45%	5.36%	
0P0001J95I.BO	Tata Multi Asset Opportunities Fund Direct Growth	+0.06	+0.35%	18.22	17.77	17.23	8.94%	5.64%	
0P0001J95L.BO	Tata Multi Asset Opportunities Fund Regular Growth	+0.06	+0.35%	17.15	16.76	16.33	8.51%	4.78%	
0P0001J95K.BO	Tata Multi Asset Opportunities Fund Direct Rnvstmnt of Inc Dist cum Cap Wdrl	+0.06	+0.35%	18.22	17.77	17.23	8.94%	5.64%	
0P0001J95M.BO	Tata Multi Asset Opportunities Fund Regular Payout of Inc Dist cum Cap Wdrl	+0.06	+0.35%	17.15	16.76	16.33	8.51%	4.78%	
0P0001J95J.BO	Tata Multi Asset Opportunities Fund Direct Payout of Inc Dist cum Cap Wdrl	+0.06	+0.35%	18.22	17.77	17.23	8.94%	5.64%	
0P0001J95N.BO	Tata Multi Asset Opportunities Fund Regular Rnvstmnt of Inc Dist cum Cap Wdrl	+0.06	+0.35%	17.15	16.76	16.33	8.51%	4.78%	
0P0001BB6V.BO	SBI Bluechip Fund Direct Dividend Reinvestment	+0.49	+0.99%	48.99	47.21	45.18	14.41%	9.00%	
0P0000XVJL.BO	SBI Bluechip Fund Direct Dividend Payout	+0.49	+0.99%	48.99	47.21	45.18	14.41%	9.00%	
0P0000XVJQ.BO	SBI Bluechip Fund Direct Growth	+0.75	+0.99%	75.48	72.75	69.62	14.41%	9.00%	
0P0001BB6W.BO	SBI Bluechip Fund Regular Dividend Reinvestment	+0.39	+0.99%	39.32	37.92	36.37	14.20%	8.61%	
0P00005WEZ.BO	SBI Bluechip Fund Regular Dividend Payout	+0.39	+0.99%	39.32	37.92	36.37	14.20%	8.61%	
0P0001IQ8I.BO	Tata Focused Equity Fund Direct Growth	+0.17	+0.97%	17.48	16.87	16.40	13.27%	5.08%	
0P0001IQ8N.BO	Tata Focused Equity Fund Regular Dividend Payout	+0.16	+0.96%	16.39	15.84	15.48	12.83%	4.23%	
0P0001IQ8P.BO	Tata Focused Equity Fund Regular Dividend Sweep	+0.16	+0.96%	16.39	15.84	15.48	12.83%	4.23%	
0P0001IQ8L.BO	Tata Focused Equity Fund Direct Dividend Sweep	+0.17	+0.97%	17.48	16.87	16.40	13.27%	5.08%	
0P0001IQ8K.BO	Tata Focused Equity Fund Direct Dividend Reinvestment	+0.17	+0.97%	17.48	16.87	16.40	13.27%	5.08%	
0P0001IQ8O.BO	Tata Focused Equity Fund Regular Dividend Reinvestment	+0.16	+0.96%	16.39	15.84	15.48	12.83%	4.23%	
0P0001IQ8J.BO	Tata Focused Equity Fund Direct Dividend Payout	+0.17	+0.97%	17.48	16.87	16.40	13.27%	5.08%	
0P00005V62.BO	Aditya Birla Sun Life Equity Fund Growth	+12.30	+1.01%	1,212.44	1,161.39	1,134.11	13.99%	6.31%	
0P0000XVWD.BO	Aditya Birla Sun Life Equity Fund Growth Direct Plan	+13.59	+1.02%	1,332.74	1,275.70	1,242.59	14.22%	6.74%	
0P0001B9NR.BO	Aditya Birla Sun Life Equity Fund Dividend Reinvestment	+1.30	+1.01%	128.25	122.85	121.95	13.99%	6.31%	
0P00005X31.BO	Aditya Birla Sun Life Equity Fund Dividend Payout	+1.30	+1.01%	128.25	122.85	121.95	13.99%	6.31%	
0P0001B9NQ.BO	Aditya Birla Sun Life Equity Fund Dividend Reinvestment Direct Plan	+1.82	+1.02%	178.16	170.54	168.85	14.21%	6.74%	
0P0000XVWC.BO	Aditya Birla Sun Life Equity Fund Dividend Payout Direct Plan	+1.82	+1.02%	178.16	170.54	168.85	14.21%	6.74%	
0P0000M0QX.BO	Axis Liquid Fund Monthly Dividend Payout	+0.20	+0.02%	1,001.80	1,004.25	1,004.16	1.78%	3.41%	
0P0000XVUB.BO	Axis Liquid Fund Direct Plan Growth Option	+0.51	+0.02%	2,543.78	2,532.93	2,496.58	1.80%	3.45%	
0P0000Y0I9.BO	Axis Liquid Fund Direct Plan Monthly Dividend Payout Option	+0.20	+0.02%	1,001.22	1,003.69	1,003.60	1.80%	3.45%	
0P0000NG9A.BO	Axis Liquid Retail Growth	+0.44	+0.02%	2,336.59	2,327.48	2,296.77	1.65%	3.16%	
0P0001B9KX.BO	Axis Liquid Fund Weekly Dividend Reinvestment	+0.20	+0.02%	1,002.62	1,002.66	1,002.65	1.78%	3.41%	
0P0000M0QY.BO	Axis Liquid Fund Daily Dividend Reinvestment	0.00	0.00%	1,001.40	1,001.40	1,001.40	1.75%	3.38%	
0P0000NG99.BO	Axis Liquid Retail Daily Dividend Reinvestment	0.00	0.00%	1,000.96	1,000.96	1,000.95	1.63%	3.13%	
0P0000NG9B.BO	Axis Liquid Retail Monthly Dividend Payout	+0.19	+0.02%	1,001.17	1,003.46	1,003.38	1.66%	3.18%	
0P0000XVU9.BO	Axis Liquid Fund Direct Plan Daily Dividend Reinvestment Option	0.00	0.00%	1,000.96	1,000.96	1,000.96	1.77%	3.42%	
0P0000M0QW.BO	Axis Liquid Fund Weekly Dividend Payout	+0.20	+0.02%	1,002.62	1,002.66	1,002.65	1.78%	3.41%	
0P0000Y1BR.BO	Axis Liquid Fund Direct Plan Weekly Dividend Payout Option	+0.20	+0.02%	1,002.62	1,002.67	1,002.65	1.80%	3.45%	
0P0000M0QV.BO	Axis Liquid Fund Growth	+0.51	+0.02%	2,526.31	2,515.66	2,479.92	1.78%	3.41%	
0P0001B9KV.BO	Axis Liquid Retail Monthly Dividend Reinvestment	+0.19	+0.02%	1,001.17	1,003.46	1,003.38	1.66%	3.18%	
0P0001B9KU.BO	Axis Liquid Fund Monthly Dividend Reinvestment	+0.20	+0.02%	1,001.80	1,004.25	1,004.16	1.78%	3.41%	
0P0001B9KW.BO	Axis Liquid Retail Weekly Dividend Reinvestment	+0.18	+0.02%	1,001.17	1,001.21	1,001.20	1.65%	3.16%	
0P0000VSYU.BO	HDFC Standard Life - Group Life Defensive Managed Fund	+0.12	+0.11%	117.25	115.99	112.90	4.56%	4.46%	
0P0000NPDV.BO	PNB Met Life - Flexi Cap Fund	+0.44	+1.16%	37.87	36.56	35.52	13.33%	6.19%	
0P0000V7DT.BO	India First Life - Debt Fund 1	-0.02	-0.08%	21.50	21.40	20.83	2.50%	4.06%	
0P00009J3U.BO	Edelweiss Large & Mid Fund Dividend Payout	+0.20	+0.90%	22.14	21.16	20.55	15.78%	8.15%	
0P0001BA1X.BO	Edelweiss Large & Mid Fund Direct Plan Dividend Reinvestment Option	+0.23	+0.91%	25.71	24.54	23.72	16.21%	8.98%	
0P00009J3Z.BO	Edelweiss Large & Mid Fund - Growth	+0.52	+0.90%	58.05	55.48	53.88	15.78%	8.16%	
0P0000XV57.BO	Edelweiss Large & Mid Fund - Direct Plan - Growth Option	+0.60	+0.91%	66.29	63.27	61.15	16.21%	8.98%	
0P0001BA1Y.BO	Edelweiss Large & Mid Fund Dividend Reinvestment	+0.20	+0.90%	22.14	21.16	20.55	15.78%	8.15%	
0P0000XV56.BO	Edelweiss Large & Mid Fund Direct Plan Dividend Payout Option	+0.23	+0.91%	25.71	24.54	23.72	16.21%	8.98%	
0P0000XUZ0.BO	ICICI Prudential Exports and Services Fund Direct Plan Dividend Payout	+0.50	+0.92%	54.44	52.37	51.10	10.83%	5.20%	
0P00005UO8.BO	ICICI Prudential Exports and Services Fund Growth	+0.96	+0.92%	103.94	100.03	97.79	10.67%	4.88%	
0P00005UO7.BO	ICICI Prudential Exports and Services Fund Dividend Payout	+0.28	+0.92%	30.37	29.22	28.57	10.68%	4.91%	
0P0001BACO.BO	ICICI Prudential Exports and Services Fund Dividend Reinvestment	+0.28	+0.92%	30.37	29.22	28.57	10.68%	4.91%	
0P0000XUZ1.BO	ICICI Prudential Exports and Services Fund Direct Plan Growth	+1.04	+0.93%	111.78	107.52	104.92	10.83%	5.18%	
0P0001BACN.BO	ICICI Prudential Exports and Services Fund Direct Plan Dividend Reinvestment	+0.50	+0.92%	54.44	52.37	51.10	10.83%	5.20%	
0P0001BAVY.BO	L&T Tax Advantage Fund Direct Plan Dividend Reinvestment Option	+0.39	+1.18%	33.13	31.69	32.01	15.55%	3.59%	
0P00005VCS.BO	L&T Tax Advantage Fund Growth	+1.03	+1.17%	87.54	83.80	80.27	15.31%	10.37%	
0P0000XV8H.BO	L&T Tax Advantage Fund Direct Plan Dividend Payout Option	+0.39	+1.18%	33.13	31.69	32.01	15.55%	3.59%	
0P0001BAW1.BO	L&T Tax Advantage Fund Dividend Reinvestment	+0.28	+1.17%	24.02	23.00	23.70	15.31%	0.70%	
0P00005VCT.BO	L&T Tax Advantage Fund Dividend Payout	+0.28	+1.17%	24.02	23.00	23.70	15.31%	0.70%	
0P00009J3N.BO	DSP Equity Fund Growth	+0.54	+0.75%	70.87	67.58	64.83	17.00%	10.39%	
0P0000XW1M.BO	DSP Equity Fund - Direct Plan - Growth	+0.59	+0.76%	77.14	73.49	70.27	17.31%	10.96%	
0P0001B9Z7.BO	DSP Equity Fund Dividend Reinvestment	+0.39	+0.75%	51.77	49.36	49.90	17.01%	9.62%	
0P00005V93.BO	DSP Equity Fund Dividend Payout	+0.39	+0.75%	51.77	49.36	49.90	17.01%	9.62%	
0P00005V93.BO	DSP Equity Fund Dividend Payout	+0.39	+0.75%	51.77	49.36	49.90	17.01%	9.62%	
0P0001B9Z6.BO	DSP Equity Fund Direct Plan Dividend Reinvestment	+0.56	+0.76%	73.09	69.63	70.20	17.31%	10.17%	
0P0000NPCM.BO	LIC of India - Health Plus	+0.16	+0.48%	33.04	32.57	31.75	6.26%	4.33%	
0P0000NNFC.BO	HDFC Standard Life - Growth Fund Investment Pension II	+0.76	+1.13%	66.87	64.42	62.85	12.32%	5.83%	
0P0000XVL5.BO	SBI Large & Midcap Fund Direct Growth	+3.47	+0.76%	456.17	438.14	422.10	14.16%	8.90%	
0P00005WFC.BO	SBI Large & Midcap Fund Regular Dividend Payout	+1.46	+0.76%	193.45	185.95	179.61	13.91%	8.43%	
0P0001BB8N.BO	SBI Large & Midcap Fund Direct Dividend Reinvestment	+1.81	+0.76%	237.77	228.37	220.01	14.16%	8.90%	
0P0000XVL0.BO	SBI Large & Midcap Fund Direct Dividend Payout	+1.81	+0.76%	237.77	228.37	220.01	14.16%	8.90%	
0P0001BB8O.BO	SBI Large & Midcap Fund Regular Dividend Reinvestment	+1.46	+0.76%	193.45	185.95	179.61	13.91%	8.43%	
0P00005WFD.BO	SBI Large & Midcap Fund Regular Growth	+3.24	+0.76%	428.20	411.60	397.57	13.91%	8.43%	
0P0000VSYQ.BO	HDFC Standard Life - Group Life Defensive Managed Fund II	+0.03	+0.08%	33.48	33.14	32.32	4.39%	4.12%	
0P0000NQJX.BO	Tata AIA Life - Super Select Equity Fund	+0.31	+0.53%	58.25	55.14	53.78	14.05%	9.00%	
0P0001BA0D.BO	DSP Midcap Fund Dividend Reinvestment	+0.18	+0.80%	22.85	21.86	22.39	15.89%	7.32%	
0P00008TEZ.BO	DSP Midcap Fund Dividend Payout	+0.18	+0.80%	22.85	21.86	22.39	15.89%	7.32%	
0P0000XW2M.BO	DSP Midcap Fund - Direct Plan - Growth	+0.82	+0.81%	101.89	97.40	94.67	16.16%	8.52%	
0P00008TMN.BO	DSP Midcap Fund Growth	+0.75	+0.80%	93.42	89.37	87.13	15.88%	8.01%	
0P0001BAQS.BO	JM Arbitrage Fund (Direct) Annual Dividend Reinvestment Option	+0.01	+0.04%	13.66	13.57	13.29	1.86%	3.53%	
0P0001551Y.BO	JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units	+0.01	+0.04%	30.06	29.87	29.24	1.86%	3.53%	
0P00016GZ1.BO	JM Arbitrage Fund (Direct) Half Yearly Dividend Payout Option	+0.01	+0.04%	13.89	13.80	13.51	1.85%	3.51%	
0P0000XV3S.BO	JM Arbitrage Fund (Direct) - Growth Option	+0.01	+0.04%	30.02	29.83	29.20	1.86%	3.53%	
0P0001BAQU.BO	JM Arbitrage Fund (Direct) Half Yearly Dividend Reinvestment Option	+0.01	+0.04%	13.89	13.80	13.51	1.85%	3.51%	
0P00016GZ3.BO	JM Arbitrage Fund (Direct) Annual Dividend Payout Option	+0.01	+0.04%	13.66	13.57	13.29	1.86%	3.53%	
0P00008TGA.BO	JM Arbitrage Fund Dividend Payout	+0.00	+0.03%	13.25	13.17	12.92	1.68%	3.17%	
0P0001BAQZ.BO	JM Arbitrage Fund Monthly Dividend Reinvestment Option	+0.00	+0.03%	11.22	11.16	10.95	1.68%	3.17%	
0P0001551W.BO	JM Arbitrage Fund Quarterly Bonus Option - Principal Units	+0.01	+0.03%	28.87	28.70	28.16	1.68%	3.17%	
0P0001BAQR.BO	JM Arbitrage Fund Annual Dividend Reinvestment Option	+0.00	+0.03%	12.61	12.54	12.30	1.68%	3.17%	
0P00016GYZ.BO	JM Arbitrage Fund Quarterly Dividend Payout Option	+0.00	+0.03%	12.89	12.82	12.57	1.68%	3.17%	
0P0001551U.BO	JM Arbitrage Fund Annual Bonus Option - Principal Units	+0.01	+0.03%	28.82	28.65	28.11	1.68%	3.17%	
0P00015521.BO	JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units	+0.01	+0.04%	30.07	29.88	29.25	1.86%	3.53%	
0P0001551Z.BO	JM Arbitrage Fund (Direct) - Annual Bonus Option	+0.01	+0.04%	15.42	15.32	15.00	1.86%	3.53%	
0P0001BAQW.BO	JM Arbitrage Fund (Direct) Quarterly Dividend Reinvestment Option	+0.01	+0.04%	14.26	14.17	13.87	1.86%	3.53%	
0P00016GZ4.BO	JM Arbitrage Fund (Direct) Quarterly Dividend Payout Option	+0.01	+0.04%	14.26	14.17	13.87	1.86%	3.53%	
0P00016GZ0.BO	JM Arbitrage Fund Half Yearly Dividend Payout Option	+0.00	+0.03%	12.70	12.63	12.39	1.68%	3.17%	
0P0001BAQX.BO	JM Arbitrage Fund Dividend Reinvestment	+0.00	+0.03%	13.25	13.17	12.92	1.68%	3.17%	
0P0001HXY7.BO	JM Arbitrage Fund Bonus Option - Bonus Units	+0.01	+0.03%	15.52	15.43	15.14	1.68%	3.17%	
0P00013MAM.BO	JM Arbitrage Fund Bonus	+0.01	+0.03%	15.52	15.43	15.14	1.68%	3.17%	
0P0001BAR0.BO	JM Arbitrage Fund Quarterly Dividend Reinvestment Option	+0.00	+0.03%	12.89	12.82	12.57	1.68%	3.17%	
0P00008TMW.BO	JM Arbitrage Fund Growth	+0.01	+0.03%	28.55	28.38	27.84	1.68%	3.17%	
0P0001BAQV.BO	JM Arbitrage Fund (Direct) Monthly Dividend Reinvestment Option	+0.00	+0.04%	12.12	12.05	11.79	1.86%	3.53%	
0P0001551X.BO	JM Arbitrage Fund Half Yearly Bonus Option - Principal Units	+0.01	+0.03%	28.87	28.70	28.16	1.68%	3.17%	
0P00016GZ2.BO	JM Arbitrage Fund (Direct) Monthly Dividend Payout Option	+0.00	+0.04%	12.12	12.05	11.79	1.86%	3.53%	
0P00016GYY.BO	JM Arbitrage Fund Monthly Dividend Payout Option	+0.00	+0.03%	11.22	11.16	10.95	1.68%	3.17%	
0P00016GYX.BO	JM Arbitrage Fund Annual Dividend Payout Option	+0.00	+0.03%	12.61	12.54	12.30	1.68%	3.17%	
0P00013LLY.BO	JM Arbitrage Fund (Direct) - Bonus Option	+0.01	+0.04%	16.07	15.96	15.63	1.86%	3.53%	
0P0001BAQY.BO	JM Arbitrage Fund Half Yearly Dividend Reinvestment Option	+0.00	+0.03%	12.70	12.63	12.39	1.68%	3.17%	
0P00005WK7.BO	UTI Hybrid Equity Fund Regular Plan Dividend Payout	+0.35	+1.01%	34.82	33.66	32.99	11.91%	7.78%	
0P0001BBFQ.BO	UTI Hybrid Equity Fund Regular Plan Dividend Reinvestment	+0.35	+1.01%	34.82	33.66	32.99	11.91%	7.78%	
0P0000XVSA.BO	UTI Hybrid Equity Fund-Direct Income Payout	+0.38	+1.01%	37.90	36.62	35.78	12.08%	8.12%	
0P0001BBFP.BO	UTI Hybrid Equity Fund-Direct Income Reinvestment	+0.38	+1.01%	37.90	36.62	35.78	12.08%	8.12%	
0P00005WK8.BO	UTI Hybrid Equity Fund Regular Plan Growth	+2.85	+1.01%	283.06	273.64	263.86	11.91%	7.83%	
0P0000XVSB.BO	UTI Hybrid Equity Fund-Growth - Direct	+3.03	+1.01%	300.49	290.33	279.42	12.08%	8.17%	
0P0001BB5L.BO	Nippon India Short Term Fund Dividend Reinvestment Option	-0.00	-0.01%	18.42	18.33	17.90	3.69%	5.89%	
0P00011MOU.BO	Nippon India Short Term Fund Dividend Payout Option	-0.00	-0.01%	18.42	18.33	17.90	3.69%	5.89%	
0P00005UQL.BO	Nippon India Short Term Fund Quarterly Dividend Payout Option	-0.00	-0.01%	14.61	14.81	14.66	2.25%	3.52%	
0P0001BB5J.BO	Nippon India Short Term Fund Direct Plan Monthly Dividend Reinvestment Option	-0.00	-0.01%	11.64	11.67	11.66	0.13%	0.03%	
0P0000XVFU.BO	Nippon India Short Term Fund - Direct Plan - Growth Plan	-0.00	-0.01%	48.65	48.37	47.14	2.48%	3.96%	
0P0001BB5M.BO	Nippon India Short Term Fund Monthly Dividend Reinvestment Option	-0.00	-0.01%	11.42	11.45	11.44	0.12%	0.02%	
0P00005UQI.BO	Nippon India Short Term Fund Monthly Dividend Payout Option	-0.00	-0.01%	11.42	11.45	11.44	0.12%	0.02%	
0P0000XVFX.BO	Nippon India Short Term Fund Direct Plan Monthly Dividend Payout Option	-0.00	-0.01%	11.64	11.67	11.66	0.13%	0.03%	
0P0001BB5N.BO	Nippon India Short Term Fund Quarterly Dividend Reinvestment	-0.00	-0.01%	14.61	14.81	14.66	2.25%	3.52%	
0P000124JF.BO	Nippon India Short Term Fund Direct Plan Dividend Payout Option	-0.00	-0.01%	19.77	19.66	19.15	3.90%	6.40%	
0P0000XX0U.BO	Nippon India Short Term Fund Direct Plan Quarterly Dividend Payout Option	-0.00	-0.01%	14.93	15.15	14.99	2.41%	3.89%	
0P0001BB5K.BO	Nippon India Short Term Fund Direct Plan Quarterly Dividend Reinvestment Option	-0.00	-0.01%	14.93	15.15	14.99	2.41%	3.89%	
0P0000YK1E.BO	ICICI Prudential Thematic Advantage Fund(FOF) Direct Plan Growth	+1.18	+0.76%	154.69	147.90	141.93	13.83%	9.00%	
0P0001BAAV.BO	ICICI Prudential Thematic Advantage Fund(FOF) Dividend Reinvestment	+0.94	+0.76%	123.80	118.48	119.81	13.52%	-0.79%	
0P00005UOI.BO	ICICI Prudential Thematic Advantage Fund(FOF) Growth	+1.12	+0.76%	148.24	141.79	136.62	13.52%	8.36%	
0P00005UOH.BO	ICICI Prudential Thematic Advantage Fund(FOF) Dividend Payout	+0.94	+0.76%	123.80	118.48	119.81	13.52%	-0.79%	
0P0000NNDL.BO	Aditya Birla Sun Life - Individual Multiplier Fund	+0.42	+0.64%	64.95	61.21	58.65	19.11%	10.57%	
0P0000NQWF.BO	ICICI Prudential Life - Group Balanced Fund	+0.02	+0.03%	59.38	58.83	57.35	4.01%	4.12%	
0P0001BACV.BO	ICICI Prudential Savings Fund Fortnightly Dividend Reinvestment	+0.03	+0.03%	101.94	101.83	101.80	1.20%	2.58%	
0P0000ZKI8.BO	ICICI Prudential Savings Fund Direct Plan Dividend Payout Others	+0.06	+0.03%	166.18	164.99	161.19	2.21%	3.86%	
0P0001BACX.BO	ICICI Prudential Savings Fund Quarterly Dividend Reinvestment	+0.04	+0.03%	106.80	107.96	107.36	0.18%	1.75%	
0P0000YRX2.BO	ICICI Prudential Savings Fund Monthly Dividend Payout	+0.03	+0.03%	102.23	102.01	101.94	0.83%	1.99%	
0P0000Z51M.BO	ICICI Prudential Savings Fund Quarterly Dividend Payout	+0.04	+0.03%	106.80	107.96	107.36	0.18%	1.75%	
0P0000Z33P.BO	ICICI Prudential Savings Fund Direct Plan Fortnightly Dividend Payout	+0.04	+0.03%	101.95	101.83	101.81	1.21%	2.61%	
0P0001BACQ.BO	ICICI Prudential Savings Fund Direct Plan Fortnightly Dividend Reinvestment	+0.04	+0.03%	101.95	101.83	101.81	1.21%	2.61%	
0P0001BACU.BO	ICICI Prudential Savings Fund Dividend Reinvestment Others	+0.06	+0.03%	164.25	163.07	159.34	2.19%	3.82%	
0P0001BACR.BO	ICICI Prudential Savings Fund Direct Plan Monthly Dividend Reinvestment	+0.04	+0.03%	102.24	102.02	101.94	0.84%	2.01%	
0P0001BACT.BO	ICICI Prudential Savings Fund Direct Plan Weekly Dividend Reinvestment	+0.04	+0.04%	105.53	105.56	105.55	2.21%	3.86%	
